user_id,type,provider,provider_account_id,refresh_token,access_token,expires_at,token_type,scope,id_token,session_state
user-1,oauth,google,1c29f728-b8c4-41f2-bac1-97aa6fecb85e,c995ea70-7cbc-4a23-b802-43c499562797,f57a7f58-c5d7-4a95-901f-68bb78cdd8a1,1694323809,Bearer,read:user user:email,db0c974d-3b31-4753-8959-c411884a90eb,a4fac9df-a30c-44a9-b0d8-17c5f9c75e61
user-2,oauth,google,0ba059e8-145a-4b63-b76a-d3ddabaf04a2,75fcb6aa-fa40-46f7-a2de-908c82650d13,e18135d0-99b3-4d88-ba11-95fab49b20f9,1676745786,Bearer,read:user user:email,cbfa4b6a-4789-4064-978d-93dc33acf3b8,4c9ffb5f-5a8b-49e6-a637-12158519bca2
user-3,oauth,google,920f4b38-a664-4e92-9b91-af5266699c48,5fe1ede8-c2be-4917-9932-cf58d00159e4,dcc71023-7ae7-49da-8dc9-399b4cba1546,1680550341,Bearer,read:user user:email,4d3100ef-b1d8-4004-aef2-ca12580af20b,12933640-3fb9-477c-878d-aa6a23110492
user-4,oauth,google,206b3821-4836-4188-9c13-7aa632bda59c,562fa555-020b-4059-910c-09a57b8b626b,09e7fe8f-47b7-4b58-b296-93c044a8305d,1695667429,Bearer,read:user user:email,e60eced6-e676-4a1d-99d7-29fbeaa96d14,821f2ed4-9c39-4a1c-a9e0-4f56b4007d60
user-5,oauth,microsoft,e6274ad0-5476-48b4-ad29-4ef468715dae,dda3aed4-003a-40ae-955b-6b753b818032,43bbca89-babd-4009-ba82-3cd04327106a,1684382568,Bearer,read:user user:email,8242c04e-f445-4809-b8da-c03ecd7882b2,452dd9fc-92e3-425b-b1f0-a4757d58ff43
user-6,oauth,google,5478661b-63a5-4e1d-a486-128d58266a2b,e21b30e4-83ab-432e-9a66-dd06924124fc,99defcc0-a087-421b-93a0-f595f54af673,1664293957,Bearer,read:user user:email,6e8a3a21-2baf-4d6c-9cea-5aa9051fc38f,a3bf4926-07b7-4639-a31f-2b39109634cf
user-7,oauth,microsoft,8c2d26a5-7577-4f57-b49b-51302e07c9bd,423f5b61-8641-4ad8-8c24-ba82166da19b,08098630-aac9-4489-acb7-c977aaa95ac1,1698563917,Bearer,read:user user:email,1729e042-e5ca-431e-980e-c4ae22429241,598b646d-27e5-48b6-a245-29783f1e89db
user-8,oauth,google,dc532212-1337-4523-af8b-b4b7d386b96c,2327a73a-7232-4201-a2bd-84e7eb06c70f,0ee6d40c-5e90-4648-8037-d75f928c5450,1641711070,Bearer,read:user user:email,4c63507d-463c-4fc3-b127-adcbf3336b41,d07c7732-1cfd-48e9-bd15-373bc7d5f0ad
user-9,oauth,microsoft,55e2e7a8-4718-4c9e-a30a-f0dd7c2ddb9c,fe3df552-abe7-40b3-84ba-fc84c586ac96,a043e695-12b4-4d4b-873d-19de89d0f38f,1701903052,Bearer,read:user user:email,dba5e777-6d01-46a1-ad4e-ebb481d2d819,45ae11a0-015a-4d19-95ab-c589a953099a
user-10,oauth,github,9ddc43af-30ac-4457-ae1d-4439c58310b3,3c6a3ed2-a467-48bc-8e73-38aba7b487ae,b9d6af4c-e96f-41ff-bf53-249c28458ac2,1661492669,Bearer,read:user user:email,0310941c-0c98-4c57-83ae-e7ae31fe5f16,b9d00cd8-dcd6-4cf4-964e-0302c85e5841
user-11,oauth,google,dc5f0765-3336-4ecd-844a-a6941a75b281,6c117d6e-0380-4f47-8e81-0171ada242c4,acab469b-d501-4ad6-acda-e14e7beb18f8,1663526158,Bearer,read:user user:email,d27e281b-7b48-42a0-a8e5-8a7b0e6fc7c6,77a044a2-9634-4db6-a277-4d39d696be12
user-12,oauth,microsoft,d44ed26b-ec91-4b7d-9d23-1d7f542e0681,44f3311c-b47f-4b2f-80f6-231f6c5420fb,33c7999b-9bad-44e5-9821-bf71660c3992,1699962358,Bearer,read:user user:email,b4d10326-8ab4-49bd-b022-64541c93581b,7b5fcdbb-a4de-4712-a449-8df3dd21d91e
user-13,oauth,github,294f7ac7-b15f-4a91-a826-e64afcda7f50,733e5622-d728-47c6-bf9e-99c7991e60ae,28cde7c1-f578-4ea5-8fc1-8f51458e0bc2,1666311032,Bearer,read:user user:email,5e75e063-312f-448d-90cf-db06a410f149,ad3d42e2-1324-4f24-b02f-0e61aa8df2c7
user-14,oauth,github,eb6e55c9-d6da-4e17-bd82-f8797da8c2b8,f4b0967f-fd7c-4dfd-b2e2-675e946ac617,c6a41395-e828-4f6b-9e45-2788cd02d686,1685255382,Bearer,read:user user:email,c11dc366-395b-4f69-a08e-4ee02d630358,b1ea4705-3f92-4e1a-bc9a-6dab36c3a83a
user-15,oauth,google,7a23d4c0-4a31-4182-89f9-553d00b8ad15,a1271263-c3f0-4e0e-a202-2bc439d83676,892504f8-ccfe-4bd8-9b65-dd4e55be6be2,1664758014,Bearer,read:user user:email,dce18b48-c610-4f37-8b26-88d56564e808,7232cdc9-600e-475b-ba4f-19526b76f686
user-16,oauth,github,2ec69058-61c6-4b8d-a703-7dd4262f1a12,8ec62890-a089-4d46-99e9-70182ad751d0,e625b60a-12a1-4055-b7a4-f5feee1525a1,1698573840,Bearer,read:user user:email,c966bcc7-f445-4a86-8ab7-2a870a08f542,c57b7cfc-5f2d-46b9-baf7-fffbfb738a60
user-17,oauth,github,535fadaa-d31d-4155-9137-6a8a279376cf,94328604-3436-48b2-afbf-470b6cb54996,fd8af371-8266-4714-81d3-255233b613ec,1669261858,Bearer,read:user user:email,fc656060-d1e1-48e1-859e-dee888ca046d,456859b6-e7b3-4d82-a714-cabbb5e863e3
user-18,oauth,microsoft,2ce92d67-3dc2-4ad5-a215-1992b605d15b,14a34a54-66fe-4de8-b661-ea1488d56f3e,07e85b2b-c0b7-4926-82bc-93a94c71d5c0,1695352179,Bearer,read:user user:email,8e79a203-6da8-4150-a642-a46669e0b527,2ddb5fdd-c470-4ba4-968b-6babadc5afd7
user-19,oauth,github,4eff8f87-57e2-4c48-9b94-9d1e98e8ef77,472d186b-fa07-4a56-abe5-be2dd2b6941e,c8bea7e6-7e91-4e99-831c-707d76e20603,1678106518,Bearer,read:user user:email,f3133ece-5467-4131-a8b6-23f7ba6d027c,1d1fcf92-ce19-4287-af5e-defe51be05fb
user-20,oauth,github,a11b12e5-6c13-459d-ba2d-13b77a4d7057,e26c744a-1bda-4a4d-8cff-b66e7913640d,a8dad4b2-80f3-42ac-8fd3-328f2c7d425c,1651434108,Bearer,read:user user:email,3b10f148-6b21-49fc-81e2-0eaa94e8e287,5b68cacd-fc61-4620-9021-84d8e5413482
user-21,oauth,github,43c1c6b4-6887-468e-9b98-7774bc46824c,293075cf-6af5-472f-8627-b1677800fe0d,bec07dd1-4234-42a0-88a5-b7ccd04dd331,1672725381,Bearer,read:user user:email,f7b1ae14-597d-4157-89da-29ac0e54af4e,cbcc1079-fc20-41ea-ad0f-fdba01b0210a
user-22,oauth,github,d4ca1a3a-60de-45a4-8cb3-44a6aa20c367,5e00b137-c616-46f9-b59f-05aad4674a90,b08ffd84-ab99-4252-a68a-4128fb9560af,1677093232,Bearer,read:user user:email,33c2cd34-c67f-4a72-a92a-bce34b269165,563f6d85-7c86-4ad9-91a2-c628340214e9
user-23,oauth,microsoft,ad8967aa-bec0-404b-acc1-d58fee4780b4,4e5a9e58-e731-4237-8c9f-5ca2271803d1,4dad6270-8271-4dbd-9247-64a46328b850,1650269927,Bearer,read:user user:email,c8a61fa7-c009-47ac-85fe-30f7d107624b,19e78aa4-278b-4766-8efd-f9ab0ce81c97
user-24,oauth,microsoft,d82b93fb-c860-4400-9b61-e18d1d7dd84e,1980c17d-e81b-4b5a-a95a-f4873309c208,03dbaa2d-d063-4dee-8859-9e9276e5b4e0,1690256109,Bearer,read:user user:email,089b4553-164a-4f00-af8e-d4b529422ad3,ed02ce28-80c4-4f36-a8c0-05adfbaa0568
user-25,oauth,microsoft,208e0049-d1d3-442b-86b9-9c1b302f53a3,72b2f289-9484-4d72-84bb-648dceb37cae,c3b2de60-a611-4ff8-b9ce-8f2fc9469f28,1647173451,Bearer,read:user user:email,a4330bac-140c-439f-839a-35ae5e1ce8d9,dda2bfc3-bd51-4821-870b-ef4af7b3a76a
user-26,oauth,github,2b92e911-4b6b-4bd2-9b53-359cae8fbab8,679a49c2-482b-4a89-b3b5-dea9ccff2e29,2af2c003-61e6-42e8-a346-446221718b1f,1703486622,Bearer,read:user user:email,c594ecb5-8e10-4b90-bdf1-be5d7ad5c3e6,1f52ef96-6267-4c6e-8303-5bf6fca8711e
user-27,oauth,google,b34b36cb-a067-4742-8346-28f6c6dc667e,e30d9609-611b-4d54-9495-02fa80ad5c62,f6d0c37c-be3a-4ea2-8632-34dc0276917e,1698914127,Bearer,read:user user:email,8433ebb4-a467-45f1-a94a-132e772aaad4,9117a177-6265-4c28-987e-791750ce88f0
user-28,oauth,github,215fd58c-9147-481d-9d21-04a480afaa8a,40ff0f2d-4354-44bb-8a97-3798c7de9479,02153e15-ea60-43cb-b294-a9fed54754ce,1681814505,Bearer,read:user user:email,2c3958c6-8d10-44eb-82cc-83d5bd16c17e,0cf50dca-ead9-42e5-8c94-5c1b00989fb7
user-29,oauth,microsoft,eb542806-20d9-439e-bab8-716a42c0b59c,f061f60d-f069-4aea-9bee-67442f86334e,36f40a00-1d2c-4e12-8865-e6e095001b9e,1646651572,Bearer,read:user user:email,538d8ea1-c99d-4ffa-9c5b-830e83f26430,256b1a45-7316-4267-a150-4f19997e4c38
user-30,oauth,github,7f1cb57c-641b-4f28-8883-5149a15ade6a,518a120d-6685-4ff9-a626-33dfe244fafd,904f29b8-79cb-4120-923d-815e495cf7e6,1668410251,Bearer,read:user user:email,3e5e7197-40b8-42e4-97ec-c8b5bbb88149,04de3d7b-8abe-4c16-a64f-203085bb7d8c
user-31,oauth,github,3bce091f-2a89-4f26-8208-c4803f77d68c,ade3ba84-7df2-4693-a076-a909d38209ef,de415091-e574-44b9-bbec-3b78fc3a4996,1701567287,Bearer,read:user user:email,bf93c647-7078-4244-9d96-b19e8b28748b,d2a9ba71-f3b9-4269-a9a2-16ebafb205e3
